Id,TaskNo,ResponseId,Difficulty,Optimized query,avg_rows_optimized,Initial Query,avg_rows_initial,avg_rows_diff_optimazed_initial,Queries equal with order on test dataset,Queries equil without order on test dataset,ORDER BY clause in initial query,ORDER BY clause in optimazed query,Leetcode equivalence status,Final equivalence status,Status,Comment
352,596,104,Easy,select t_courses_0.class as class from schema_596.courses as t_courses_0 group by t_courses_0.class having 5 <= count(t_courses_0.student),11299,"select class from (select class, count(distinct student) as tot_count from schema_596.courses group by class) as a where tot_count >= 5",11299,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
353,596,107,Easy,select t_courses_0.class as class from schema_596.courses as t_courses_0 group by t_courses_0.class having 5 <= count(t_courses_0.student),11299,"select class from (select class, count(distinct student) as mycount from schema_596.courses group by class) as a where mycount >= 5",11299,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
354,596,108,Easy,select t_courses_0.class as class from schema_596.courses as t_courses_0 group by t_courses_0.class having 4 < count(t_courses_0.student),11299,"select class from (select count(distinct student) as cnt, class from schema_596.courses group by class) as a where cnt > 4",11299,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
355,596,109,Easy,select t_courses_0.class as class from schema_596.courses as t_courses_0 group by t_courses_0.class having 5 <= count(t_courses_0.student),11299,"select class from (select count(distinct student) as student_count, class from schema_596.courses group by class) as a where student_count >= 5",11299,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
356,596,115,Easy,select t_courses_0.class as class from schema_596.courses as t_courses_0 group by t_courses_0.class having 5 <= count(t_courses_0.class),11299,"select class from (select distinct student, class from schema_596.courses) as a group by class having count(class) >= 5",11299,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
357,596,145,Easy,select t_courses_0.class as class from schema_596.courses as t_courses_0 group by t_courses_0.class having 5 <= count(t_courses_0.student),11299,"select t.class from (select class, count(distinct student) as count from schema_596.courses group by class) as t where count >= 5",11299,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
360,614,14,Medium,"select t_cte_13.c_follower0 as follower, count(f2.follower) as num from (select f1.follower as c_follower0 from schema_614.follow as f1 group by f1.follower) as t_cte_13 inner join schema_614.follow as f2 on t_cte_13.c_follower0 = f2.followee group by t_cte_13.c_follower0",25020,"select f1.follower, count(distinct f2.follower) as num from schema_614.follow as f1 join schema_614.follow as f2 on f1.follower = f2.followee group by f1.follower",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
362,614,19,Medium,"select distinct t_cte_20.c_followee0 as follower, t_cte_20.c_count0 as num from schema_614.follow as b inner join (select a.followee as c_followee0, count(a.follower) as c_count0 from schema_614.follow as a group by a.followee) as t_cte_20 on t_cte_20.c_followee0 = b.follower where 0 < t_cte_20.c_count0",25020,"select a.followee as follower, count(distinct a.follower) as num from schema_614.follow as a join schema_614.follow as b on a.followee = b.follower group by 1 having count(distinct a.follower) > 0",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
363,614,24,Medium,"select t_cte_6.c_follower0 as follower, count(b.follower) as num from schema_614.follow as b inner join (select a.follower as c_follower0 from schema_614.follow as a group by a.follower) as t_cte_6 on t_cte_6.c_follower0 = b.followee group by t_cte_6.c_follower0",25020,"select a.follower as follower, count(distinct b.follower) as num from schema_614.follow as a join schema_614.follow as b on a.follower = b.followee group by a.follower",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
365,614,27,Medium,"select t_cte_7.c_follower0 as follower, count(b.follower) as num from (select a.follower as c_follower0 from schema_614.follow as a group by a.follower) as t_cte_7 inner join schema_614.follow as b on t_cte_7.c_follower0 = b.followee group by t_cte_7.c_follower0",25020,"select a.follower, count(distinct b.follower) as num from schema_614.follow as a join schema_614.follow as b on a.follower = b.followee group by a.follower",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
366,614,28,Medium,"select t_cte_13.c_follower0 as follower, count(b.follower) as num from schema_614.follow as b inner join (select a.follower as c_follower0 from schema_614.follow as a group by a.follower) as t_cte_13 on t_cte_13.c_follower0 = b.followee group by t_cte_13.c_follower0",25020,"select a.follower, count(distinct b.follower) as num from schema_614.follow as a join schema_614.follow as b on a.follower = b.followee group by 1",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
369,614,35,Medium,"select t_cte_18.c_follower0 as follower, count(t_cte_8.c_follower1) as num from (select a.follower as c_follower0 from schema_614.follow as a group by a.follower) as t_cte_18 left join (select b.follower as c_follower1, b.followee as c_followee0 from schema_614.follow as b) as t_cte_8 on t_cte_18.c_follower0 = t_cte_8.c_followee0 group by t_cte_18.c_follower0 having 0 < count(t_cte_8.c_follower1)",25020,"select a.follower, count(distinct b.follower) as num from schema_614.follow as a left outer join schema_614.follow as b on a.follower = b.followee group by a.follower having count(distinct b.follower) > 0",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
370,614,36,Medium,"select t_cte_19.c_followee0 as follower, count(t_cte_19.c_follower0) as num from (select distinct b.followee as c_followee0, b.follower as c_follower0 from schema_614.follow as b) as t_cte_19 inner join (select distinct a.follower as c_follower1 from schema_614.follow as a) as t_cte_10 on t_cte_10.c_follower1 = t_cte_19.c_followee0 group by t_cte_10.c_follower1,t_cte_19.c_followee0",25020,"select distinct b.followee as follower, count(distinct b.follower) as num from schema_614.follow as a join schema_614.follow as b on a.follower = b.followee group by a.follower, b.followee order by b.followee",25020,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, ORDER BY in initial query)",
372,614,41,Medium,"select t_cte_7.c_follower0 as follower, count(ff.follower) as num from (select f.follower as c_follower0 from schema_614.follow as f group by f.follower) as t_cte_7 inner join schema_614.follow as ff on t_cte_7.c_follower0 = ff.followee group by t_cte_7.c_follower0",25020,"select f.follower, count(distinct ff.follower) as num from schema_614.follow as f join schema_614.follow as ff on f.follower = ff.followee group by f.follower",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
374,614,45,Medium,"select distinct t_cte_19.c_followee0 as follower, t_cte_19.c_count0 as num from (select count(f1.follower) as c_count0, f1.followee as c_followee0 from schema_614.follow as f1 group by f1.followee) as t_cte_19 inner join schema_614.follow as f2 on t_cte_19.c_followee0 = f2.follower",25020,"select f1.followee as follower, count(distinct f1.follower) as num from schema_614.follow as f1 join schema_614.follow as f2 on f1.followee = f2.follower group by f1.followee order by f1.followee",25020,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, ORDER BY in initial query)",
377,614,73,Medium,"select distinct t_cte_6.c_followee0 as follower, t_cte_6.c_count0 as num from schema_614.follow as f1 inner join (select f2.followee as c_followee0, count(f2.follower) as c_count0 from schema_614.follow as f2 group by f2.followee) as t_cte_6 on f1.follower = t_cte_6.c_followee0",25020,"select f2.followee as follower, count(distinct f2.follower) as num from schema_614.follow as f1 join schema_614.follow as f2 on f1.follower = f2.followee group by f2.followee",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
378,614,108,Medium,"select t_cte_1.c_follower0 as follower, count(t2.follower) as num from schema_614.follow as t2 inner join (select t1.follower as c_follower0 from schema_614.follow as t1 group by t1.follower) as t_cte_1 on t_cte_1.c_follower0 = t2.followee group by t_cte_1.c_follower0",25020,"select t1.follower as follower, count(distinct t2.follower) as num from schema_614.follow as t1 join schema_614.follow as t2 on t1.follower = t2.followee group by t1.follower",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
379,614,110,Medium,"select t_cte_1.c_follower0 as follower, count(t2.follower) as num from (select t1.follower as c_follower0 from schema_614.follow as t1 group by t1.follower) as t_cte_1 inner join schema_614.follow as t2 on t_cte_1.c_follower0 = t2.followee group by t_cte_1.c_follower0",25020,"select t1.follower, count(distinct t2.follower) as num from schema_614.follow as t1 join schema_614.follow as t2 on t1.follower = t2.followee group by t1.follower",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
380,614,113,Medium,"select t_cte_6.c_follower0 as follower, count(t_cte_4.c_follower1) as num from (select tfollower.follower as c_follower0 from schema_614.follow as tfollower group by tfollower.follower) as t_cte_6 left join (select t2nddegreefollower.follower as c_follower1, t2nddegreefollower.followee as c_followee0 from schema_614.follow as t2nddegreefollower) as t_cte_4 on t_cte_6.c_follower0 = t_cte_4.c_followee0 group by t_cte_6.c_follower0 having 0 < count(t_cte_4.c_follower1)",25020,"select tfollower.follower, count(distinct t2nddegreefollower.follower) as num from schema_614.follow as tfollower left outer join schema_614.follow as t2nddegreefollower on tfollower.follower = t2nddegreefollower.followee group by tfollower.follower having count(distinct t2nddegreefollower.follower) > 0",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
381,614,121,Medium,"select t_cte_3.c_follower0 as follower, count(f1.follower) as num from schema_614.follow as f1 inner join (select f.follower as c_follower0 from schema_614.follow as f group by f.follower) as t_cte_3 on t_cte_3.c_follower0 = f1.followee group by t_cte_3.c_follower0",25020,"select f.follower, count(distinct f1.follower) as num from schema_614.follow as f join schema_614.follow as f1 on f.follower = f1.followee group by f.follower",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
382,614,129,Medium,"select t_cte_13.c_follower0 as follower, count(t_cte_27.c_follower1) as num from (select f1.follower as c_follower0 from schema_614.follow as f1 group by f1.follower) as t_cte_13 left join (select f2.follower as c_follower1, f2.followee as c_followee0 from schema_614.follow as f2) as t_cte_27 on t_cte_13.c_follower0 = t_cte_27.c_followee0 group by t_cte_13.c_follower0 having 0 < count(t_cte_27.c_follower1)",25020,"select f1.follower, count(distinct f2.follower) as num from schema_614.follow as f1 left outer join schema_614.follow as f2 on f1.follower = f2.followee group by f1.follower having count(distinct f2.follower) > 0",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
383,614,146,Medium,"select t_cte_2.c_follower0 as follower, count(t_cte_15.c_follower1) as num from (select a.follower as c_follower0 from schema_614.follow as a group by a.follower) as t_cte_2 left join (select b.followee as c_followee0, b.follower as c_follower1 from schema_614.follow as b) as t_cte_15 on t_cte_2.c_follower0 = t_cte_15.c_followee0 group by t_cte_2.c_follower0 having 0 < count(t_cte_15.c_follower1)",25020,"select a.follower, count(distinct b.follower) as num from schema_614.follow as a left outer join schema_614.follow as b on a.follower = b.followee group by a.follower having count(b.follower) > 0",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
384,614,153,Medium,"select distinct t_cte_0.c_followee0 as follower, t_cte_0.c_count0 as num from (select count(a.follower) as c_count0, a.followee as c_followee0 from schema_614.follow as a group by a.followee) as t_cte_0 inner join schema_614.follow as t_follow_0 on t_cte_0.c_followee0 = t_follow_0.follower",25020,"select a.followee as follower, count(distinct a.follower) as num from schema_614.follow as a join (select distinct follower from schema_614.follow) as b on a.followee = b.follower group by a.followee",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
385,614,155,Medium,"select distinct t_cte_16.c_followee0 as follower, t_cte_16.c_count0 as num from (select t_follow_0.follower as c_follower0 from schema_614.follow as t_follow_0) as t inner join (select count(a.follower) as c_count0, a.followee as c_followee0 from schema_614.follow as a group by a.followee) as t_cte_16 on t_cte_16.c_followee0 = t.c_follower0",25020,"select a.followee as follower, count(distinct a.follower) as num from schema_614.follow as a join (select follower from schema_614.follow) as t on a.followee = t.follower group by a.followee order by a.followee",25020,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, ORDER BY in initial query)",
386,614,163,Medium,"select t_cte_2.c_follower0 as follower, count(b.follower) as num from schema_614.follow as b inner join (select a.follower as c_follower0 from schema_614.follow as a group by a.follower) as t_cte_2 on b.followee = t_cte_2.c_follower0 group by t_cte_2.c_follower0",25020,"select a.follower, count(distinct b.follower) as num from schema_614.follow as a join schema_614.follow as b on b.followee = a.follower group by a.follower",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
387,614,197,Medium,"select t_cte_0.c_follower0 as follower, count(a.follower) as num from schema_614.follow as a inner join (select b.follower as c_follower0 from schema_614.follow as b group by b.follower) as t_cte_0 on a.followee = t_cte_0.c_follower0 group by t_cte_0.c_follower0",25020,"select b.follower, count(distinct a.follower) as num from schema_614.follow as a join schema_614.follow as b on a.followee = b.follower group by 1",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
388,614,200,Medium,"select distinct a.follower as follower, t_cte_11.c_count0 as num from (select t_follow_0.followee as c_followee0, count(t_follow_0.follower) as c_count0 from schema_614.follow as t_follow_0 group by t_follow_0.followee) as t_cte_11 inner join schema_614.follow as a on a.follower = t_cte_11.c_followee0",25020,"select distinct a.follower as follower, num from schema_614.follow as a join (select followee, count(distinct follower) as num from schema_614.follow group by followee) as b on a.follower = b.followee order by a.follower",25020,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, ORDER BY in initial query)",
389,614,212,Medium,"select distinct t_follow_0.follower as follower, t_cte_1.c_count0 as num from (select count(t_follow_1.follower) as c_count0, t_follow_1.followee as c_followee0 from schema_614.follow as t_follow_1 group by t_follow_1.followee) as t_cte_1 inner join schema_614.follow as t_follow_0 on t_follow_0.follower = t_cte_1.c_followee0",25020,"select distinct follower, num from schema_614.follow join (select followee, count(distinct follower) as num from schema_614.follow group by followee) as f3 on follow.follower = f3.followee order by follower",25020,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, ORDER BY in initial query)",
390,614,220,Medium,"select t_cte_10.c_follower0 as follower, count(f2.follower) as num from (select f.follower as c_follower0 from schema_614.follow as f group by f.follower) as t_cte_10 inner join schema_614.follow as f2 on t_cte_10.c_follower0 = f2.followee group by t_cte_10.c_follower0",25020,"select f.follower, count(distinct f2.follower) as num from schema_614.follow as f join schema_614.follow as f2 on f.follower = f2.followee group by 1",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
391,614,222,Medium,"select t_cte_1.c_follower0 as follower, count(f1.follower) as num from schema_614.follow as f1 inner join (select f.follower as c_follower0 from schema_614.follow as f group by f.follower) as t_cte_1 on t_cte_1.c_follower0 = f1.followee group by t_cte_1.c_follower0",25020,"select f.follower, count(distinct f1.follower) as num from schema_614.follow as f join schema_614.follow as f1 on f.follower = f1.followee group by 1",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
392,614,225,Medium,"select distinct t_cte_13.c_followee0 as follower, t_cte_13.c_count0 as num from (select count(f1.follower) as c_count0, f1.followee as c_followee0 from schema_614.follow as f1 group by f1.followee) as t_cte_13 inner join schema_614.follow as f2 on t_cte_13.c_followee0 = f2.follower",25020,"select f1.followee as follower, count(distinct f1.follower) as num from schema_614.follow as f1 join schema_614.follow as f2 on f1.followee = f2.follower group by f1.followee",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
393,614,228,Medium,"select distinct t_cte_0.c_followee0 as follower, t_cte_0.c_count0 as num from (select t_follow_1.follower as c_follower0 from schema_614.follow as t_follow_1) as f2 inner join (select count(t_follow_0.follower) as c_count0, t_follow_0.followee as c_followee0 from schema_614.follow as t_follow_0 group by t_follow_0.followee) as t_cte_0 on t_cte_0.c_followee0 = f2.c_follower0",25020,"select f1.followee as follower, count(distinct f1.follower) as num from (select followee, follower from schema_614.follow) as f1 join (select follower from schema_614.follow) as f2 on f1.followee = f2.follower group by f1.followee",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
395,614,237,Medium,"select t_cte_1.c_follower0 as follower, count(f2.follower) as num from (select f1.follower as c_follower0 from schema_614.follow as f1 group by f1.follower) as t_cte_1 inner join schema_614.follow as f2 on t_cte_1.c_follower0 = f2.followee group by t_cte_1.c_follower0",25020,"select f1.follower as follower, count(distinct f2.follower) as num from schema_614.follow as f1 join schema_614.follow as f2 on f1.follower = f2.followee group by f1.follower",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
397,614,245,Medium,"select t_cte_1.c_follower0 as follower, count(f2.follower) as num from schema_614.follow as f2 inner join (select f1.follower as c_follower0 from schema_614.follow as f1 group by f1.follower) as t_cte_1 on t_cte_1.c_follower0 = f2.followee group by t_cte_1.c_follower0",25020,"select f1.follower as follower, count(distinct f2.follower) as num from schema_614.follow as f1 join schema_614.follow as f2 on f1.follower = f2.followee group by 1",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
398,614,258,Medium,"select t_cte_7.c_follower0 as follower, count(f2.follower) as num from schema_614.follow as f2 inner join (select f1.follower as c_follower0 from schema_614.follow as f1 group by f1.follower) as t_cte_7 on t_cte_7.c_follower0 = f2.followee group by t_cte_7.c_follower0",25020,"select f1.follower, count(distinct f2.follower) as num from schema_614.follow as f1 join schema_614.follow as f2 on f1.follower = f2.followee group by 1",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
399,614,290,Medium,"select distinct t_cte_21.c_followee0 as follower, t_cte_21.c_count0 as num from (select f2.followee as c_followee0, count(f2.follower) as c_count0 from schema_614.follow as f2 group by f2.followee) as t_cte_21 inner join schema_614.follow as f1 on f1.follower = t_cte_21.c_followee0",25020,"select f2.followee as follower, count(distinct f2.follower) as num from schema_614.follow as f1 join schema_614.follow as f2 on f1.follower = f2.followee group by f2.followee order by f2.followee",25020,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, ORDER BY in initial query)",
400,614,338,Medium,"select distinct t_cte_9.c_followee0 as follower, t_cte_9.c_count0 as num from (select f.followee as c_followee0, count(f.follower) as c_count0 from schema_614.follow as f group by f.followee) as t_cte_9 inner join schema_614.follow as t_follow_0 on t_cte_9.c_followee0 = t_follow_0.follower",25020,"select followee as follower, count(distinct follower) as num from schema_614.follow as f join (select distinct follower as dfs from schema_614.follow) as df on f.followee = df.dfs group by followee",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
402,614,360,Medium,"select t_cte_18.c_follower0 as follower, count(b.follower) as num from (select a.follower as c_follower0 from schema_614.follow as a group by a.follower) as t_cte_18 inner join schema_614.follow as b on t_cte_18.c_follower0 = b.followee group by t_cte_18.c_follower0",25020,"select follower, count(distinct follower_follower) as num from (select a.follower, b.follower as follower_follower from schema_614.follow as a join schema_614.follow as b on a.follower = b.followee) as c group by follower",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
403,614,363,Medium,"select followers.c_follower0 as follower, count(t_follow_1.follower) as num from (select t_follow_0.follower as c_follower0 from schema_614.follow as t_follow_0 group by t_follow_0.follower) as followers inner join schema_614.follow as t_follow_1 on followers.c_follower0 = t_follow_1.followee group by followers.c_follower0",25020,"select followers.follower, followees.num from (select follower from schema_614.follow group by follower) as followers join (select followee, count(distinct follower) as num from schema_614.follow group by followee) as followees on followers.follower = followees.followee order by follower",25020,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, ORDER BY in initial query)",
404,614,365,Medium,"select t_cte_4.c_follower0 as follower, count(fwer.follower) as num from schema_614.follow as fwer inner join (select fwe.follower as c_follower0 from schema_614.follow as fwe group by fwe.follower) as t_cte_4 on t_cte_4.c_follower0 = fwer.followee group by t_cte_4.c_follower0",25020,"select fwe.follower, count(distinct fwer.follower) as num from schema_614.follow as fwe join schema_614.follow as fwer on fwe.follower = fwer.followee group by fwe.follower",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
405,614,366,Medium,"select distinct t_cte_7.c_followee2 as follower, t_cte_7.c_count1 as num from (select count(f2.follower) as c_count1, f2.followee as c_followee2 from schema_614.follow as f2 group by f2.followee) as t_cte_7 inner join (select f1.follower as c_follower1 from schema_614.follow as f1) as t_cte_41 on t_cte_41.c_follower1 = t_cte_7.c_followee2 where 1 <= t_cte_7.c_count1",25020,"select g.f2f as follower, count(distinct g.f2wer) as num from (select f1.followee as f1f, f1.follower as f1wer, f2.followee as f2f, f2.follower as f2wer from schema_614.follow as f1 join schema_614.follow as f2 on f1.follower = f2.followee) as g group by g.f2f having count(distinct g.f2wer) >= 1",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
406,614,367,Medium,"select distinct t_cte_2.c_followee0 as follower, t_cte_2.c_count0 as num from (select count(a.follower) as c_count0, a.followee as c_followee0 from schema_614.follow as a group by a.followee) as t_cte_2 inner join schema_614.follow as b on t_cte_2.c_followee0 = b.follower",25020,"select subquery.followee as follower, count(distinct subquery.follower) as num from (select a.followee, a.follower from schema_614.follow as a join schema_614.follow as b on a.followee = b.follower) as subquery group by subquery.followee",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
407,614,369,Medium,"select distinct t_cte_6.c_followee0 as follower, t_cte_6.c_count0 as num from schema_614.follow as t_follow_0 inner join (select count(t1.follower) as c_count0, t1.followee as c_followee0 from schema_614.follow as t1 group by t1.followee) as t_cte_6 on t_cte_6.c_followee0 = t_follow_0.follower",25020,"select t1.followee as follower, count(distinct t1.follower) as num from schema_614.follow as t1 join (select distinct follower from schema_614.follow) as t2 on t1.followee = t2.follower group by t1.followee",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
408,614,372,Medium,"select t_cte_10.c_follower0 as follower, count(tb2.follower) as num from schema_614.follow as tb2 inner join (select tb1.follower as c_follower0 from schema_614.follow as tb1 group by tb1.follower) as t_cte_10 on t_cte_10.c_follower0 = tb2.followee group by t_cte_10.c_follower0",25020,"select tb1.follower as follower, count(distinct tb2.follower) as num from schema_614.follow as tb1 join schema_614.follow as tb2 on tb1.follower = tb2.followee group by 1",25020,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Equivalent query (Order mismatch, no ORDER BY in initial query)",
410,1050,5,Easy,"select t_actordirector_0.actor_id as actor_id, t_actordirector_0.director_id as director_id from schema_1050.actordirector as t_actordirector_0 group by t_actordirector_0.director_id,t_actordirector_0.actor_id having 3 <= count(t_actordirector_0.timestamp)",19314,"select a.actor_id, a.director_id from (select actor_id, director_id, count(timestamp) as cooperation from schema_1050.actordirector group by actor_id, director_id) as a where a.cooperation >= 3",19314,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
411,1050,13,Easy,"select t_actordirector_0.actor_id as actor_id, t_actordirector_0.director_id as director_id from schema_1050.actordirector as t_actordirector_0 group by t_actordirector_0.actor_id,t_actordirector_0.director_id having 3 <= count(t_actordirector_0.timestamp)",19314,"select actor_id, director_id from (select actor_id, director_id, count(timestamp) as cooperated_frq from schema_1050.actordirector group by 1, 2) as a where a.cooperated_frq >= 3",19314,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
413,1050,16,Easy,"select t_actordirector_0.actor_id as actor_id, t_actordirector_0.director_id as director_id from schema_1050.actordirector as t_actordirector_0 group by t_actordirector_0.director_id,t_actordirector_0.actor_id having 3 <= count(t_actordirector_0.timestamp)",19314,"select actor_id, director_id from schema_1050.actordirector group by 1, 2 having count(distinct timestamp) >= 3",19314,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
415,1050,25,Easy,"select t_actordirector_0.actor_id as actor_id, t_actordirector_0.director_id as director_id from schema_1050.actordirector as t_actordirector_0 group by t_actordirector_0.actor_id,t_actordirector_0.director_id having 2 < count(t_actordirector_0.timestamp)",19314,"select actor_id, director_id from schema_1050.actordirector group by actor_id, director_id having count(distinct timestamp) > 2",19314,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
417,1050,27,Easy,"select t_actordirector_0.actor_id as actor_id, t_actordirector_0.director_id as director_id from schema_1050.actordirector as t_actordirector_0 group by t_actordirector_0.actor_id,t_actordirector_0.director_id having 3 <= count(t_actordirector_0.director_id)",19314,"select actor_id, director_id from schema_1050.actordirector group by actor_id, director_id having (count(actor_id) >= 3 and count(director_id) >= 3)",19314,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
420,1050,41,Easy,"select a.actor_id as actor_id, a.director_id as director_id from schema_1050.actordirector as a group by a.actor_id,a.director_id having 3 <= count(a.timestamp)",19314,"select actor_id, director_id from schema_1050.actordirector as a group by actor_id, director_id having count(distinct timestamp) >= 3",19314,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
422,1050,54,Easy,"select t_actordirector_0.actor_id as actor_id, t_actordirector_0.director_id as director_id from schema_1050.actordirector as t_actordirector_0 group by t_actordirector_0.actor_id,t_actordirector_0.director_id having 3 <= count(t_actordirector_0.timestamp)",19314,"select t1.actor_id, t1.director_id from (select actor_id, director_id, count(timestamp) as times_cooperated from schema_1050.actordirector group by 1, 2) as t1 where t1.times_cooperated >= 3",19314,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
425,1050,62,Easy,"select t_actordirector_0.actor_id as actor_id, t_actordirector_0.director_id as director_id from schema_1050.actordirector as t_actordirector_0 group by t_actordirector_0.director_id,t_actordirector_0.actor_id having 3 <= count(t_actordirector_0.timestamp)",19314,"select actor_id, director_id from schema_1050.actordirector group by actor_id, director_id having count(distinct timestamp) >= 3",19314,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
426,1050,67,Easy,"select a.actor_id as actor_id, a.director_id as director_id from schema_1050.actordirector as a group by a.actor_id,a.director_id having 3 <= count(a.timestamp)",19314,"select a.actor_id, a.director_id from (select actor_id, director_id, count(timestamp) as cnt from schema_1050.actordirector as a group by actor_id, director_id) as a where a.cnt >= 3",19314,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
429,1050,83,Easy,"select t_actordirector_0.actor_id as actor_id, t_actordirector_0.director_id as director_id from schema_1050.actordirector as t_actordirector_0 group by t_actordirector_0.actor_id,t_actordirector_0.director_id having 3 <= count(t_actordirector_0.timestamp)",19314,"select actor_id, director_id from (select actor_id, director_id, count(timestamp) as times from schema_1050.actordirector group by actor_id, director_id) as timestable where times >= 3",19314,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
