Id,TaskNo,ResponseId,Difficulty,Optimized query,avg_rows_optimized,Initial Query,avg_rows_initial,avg_rows_diff_deepseek_initial,Queries equal with order on test dataset,Queries equil without order on test dataset,ORDER BY clause in initial query,ORDER BY clause in optimazed query,Leetcode equivalence status,Final equivalence status,Status,Comment
200,184,334,Medium,"SELECT d.name AS department, e.name AS employee, e.salary
FROM schema_184.employee e
JOIN (
    SELECT departmentid, salary
    FROM (
        SELECT departmentid, salary, 
               RANK() OVER (PARTITION BY departmentid ORDER BY salary DESC) AS rank
        FROM schema_184.employee
    ) ranked
    WHERE rank = 1
) max_sal ON e.departmentid = max_sal.departmentid AND e.salary = max_sal.salary
JOIN schema_184.department d ON e.departmentid = d.id;",200080802,"select c.name as department, a.name as employee, a.salary from schema_184.employee as a join (select departmentid, max(salary) as max_salary from schema_184.employee group by 1) as b on (a.departmentid = b.departmentid and a.salary = b.max_salary) join schema_184.department as c on a.departmentid = c.id",100000,199980802,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-equivalent queries,
201,184,336,Medium,"SELECT d.name AS department, e.name AS employee, e.salary AS salary
FROM schema_184.employee e
JOIN (
    SELECT departmentid, MAX(salary) AS max_salary
    FROM schema_184.employee
    GROUP BY departmentid
) m ON e.departmentid = m.departmentid AND e.salary = m.max_salary
JOIN schema_184.department d ON e.departmentid = d.id;",100000,"select c.name as department, a.name as employee, a.salary as salary from schema_184.employee as a join (select departmentid, max(salary) as mx from schema_184.employee group by departmentid) as b on (a.departmentid = b.departmentid and a.salary = b.mx) join schema_184.department as c on a.departmentid = c.id",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
202,184,353,Medium,"SELECT d.name AS department, e.name AS employee, e.salary
FROM schema_184.employee e
JOIN (
    SELECT departmentid, MAX(salary) AS max_salary
    FROM schema_184.employee
    GROUP BY departmentid
) m ON e.departmentid = m.departmentid AND e.salary = m.max_salary
JOIN schema_184.department d ON e.departmentid = d.id",100000,"select d.name as department, t.employee, t.salary from (select e.departmentid, e.name as employee, e.salary, max(e.salary) over (partition by e.departmentid order by e.salary desc) as maxsalary from schema_184.employee as e) as t join schema_184.department as d on t.departmentid = d.id where t.salary = t.maxsalary",100000,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Equivalent query,
203,184,355,Medium,"SELECT d.name AS department, e.name AS employee, e.salary 
FROM schema_184.employee e
JOIN schema_184.department d ON e.departmentid = d.id
JOIN (
    SELECT departmentid, MAX(salary) AS max_salary
    FROM schema_184.employee
    GROUP BY departmentid
) m ON e.departmentid = m.departmentid AND e.salary = m.max_salary",100000,"select d.name as department, a.name as employee, a.salary from schema_184.employee as a join schema_184.department as d on a.departmentid = d.id join (select max(e.salary) as salary, e.departmentid from schema_184.employee as e group by e.departmentid) as m on (m.salary = a.salary and m.departmentid = a.departmentid)",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
204,184,358,Medium,"SELECT d.name AS department, e.name AS employee, e.salary 
FROM schema_184.employee e
JOIN schema_184.department d ON e.departmentid = d.id
WHERE (e.departmentid, e.salary) IN (
    SELECT departmentid, MAX(salary) 
    FROM schema_184.employee 
    GROUP BY departmentid
)",100000,"select d.name as department, e.name as employee, e.salary as salary from schema_184.employee as e join schema_184.department as d on e.departmentid = d.id join (select departmentid, max(salary) as salary from schema_184.employee group by departmentid) as a on (e.salary = a.salary and e.departmentid = a.departmentid)",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
205,184,361,Medium,"SELECT d.name AS department, e.name AS employee, e.salary 
FROM schema_184.department d
JOIN (
    SELECT e1.departmentid, e1.name, e1.salary
    FROM schema_184.employee e1
    JOIN (
        SELECT departmentid, MAX(salary) AS maxsalary
        FROM schema_184.employee
        GROUP BY departmentid
    ) e2 ON e1.departmentid = e2.departmentid AND e1.salary = e2.maxsalary
) e ON d.id = e.departmentid;",100000,"select d.name as department, e.name as employee, salary from schema_184.employee as e left outer join schema_184.department as d on e.departmentid = d.id left outer join (select max(salary) as maxsalary, departmentid from schema_184.employee group by departmentid) as a on d.id = a.departmentid where e.salary = a.maxsalary",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
206,184,365,Medium,"WITH max_salaries AS (
    SELECT departmentid, MAX(salary) AS m_salary 
    FROM schema_184.employee 
    GROUP BY departmentid
)
SELECT d.name AS department, e.name AS employee, e.salary AS salary 
FROM schema_184.employee e 
JOIN schema_184.department d ON e.departmentid = d.id 
JOIN max_salaries ms ON ms.departmentid = e.departmentid AND ms.m_salary = e.salary",100000,"select d.name as department, e.name as employee, e.salary as salary from schema_184.employee as e join schema_184.department as d on e.departmentid = d.id join (select departmentid, max(salary) as m_salary from schema_184.employee group by departmentid) as t1 on t1.departmentid = e.departmentid where e.salary = t1.m_salary",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
207,184,366,Medium,"SELECT d.name AS department, e.name AS employee, e.salary AS salary
FROM schema_184.employee e
JOIN schema_184.department d ON e.departmentid = d.id
WHERE (e.departmentid, e.salary) IN (
    SELECT departmentid, MAX(salary)
    FROM schema_184.employee
    GROUP BY departmentid
)",100000,"select d.name as department, e.name as employee, e.salary as salary from schema_184.employee as e join (select e.departmentid as did, max(salary) as maxs from schema_184.employee as e join schema_184.department as d on e.departmentid = d.id group by e.departmentid) as edm on (e.salary = edm.maxs and e.departmentid = edm.did) join schema_184.department as d on e.departmentid = d.id",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
208,184,371,Medium,"SELECT d.name AS department, e.name AS employee, e.salary 
FROM schema_184.employee e
JOIN schema_184.department d ON e.departmentid = d.id
JOIN (
    SELECT departmentid, MAX(salary) AS salary 
    FROM schema_184.employee 
    GROUP BY departmentid
) mx ON e.departmentid = mx.departmentid AND e.salary = mx.salary",100000,"select d.name as department, e.name as employee, e.salary from schema_184.employee as e join schema_184.department as d on e.departmentid = d.id join (select max(salary) as salary, departmentid from schema_184.employee group by departmentid) as mx on (e.salary = mx.salary and e.departmentid = mx.departmentid)",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
209,184,373,Medium,"SELECT d.name AS department, e.name AS employee, e.salary 
FROM schema_184.employee e
JOIN schema_184.department d ON d.id = e.departmentid
WHERE (e.departmentid, e.salary) IN (
    SELECT departmentid, MAX(salary) 
    FROM schema_184.employee 
    GROUP BY departmentid
)",100000,"select d.name as department, e.name as employee, e.salary from schema_184.employee as e join (select departmentid, max(salary) as max_salary from schema_184.employee group by departmentid) as max_s on e.departmentid = max_s.departmentid join schema_184.department as d on d.id = e.departmentid where e.salary = max_s.max_salary",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
210,184,376,Medium,"SELECT d.name AS department, e.name AS employee, e.salary 
FROM schema_184.employee e
JOIN schema_184.department d ON d.id = e.departmentid
JOIN (
    SELECT departmentid, MAX(salary) AS max_salary 
    FROM schema_184.employee 
    GROUP BY departmentid
) t ON e.departmentid = t.departmentid AND e.salary = t.max_salary",100000,"select d.name as department, e.name as employee, e.salary from schema_184.employee as e join schema_184.department as d on d.id = e.departmentid join (select d.id, max(e.salary) as salary from schema_184.employee as e join schema_184.department as d on d.id = e.departmentid group by d.id) as t on (e.departmentid = t.id and e.salary = t.salary)",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
211,184,387,Medium,"SELECT d.name AS department, e.name AS employee, e.salary 
FROM schema_184.department d
JOIN (
    SELECT departmentid, name, salary,
           DENSE_RANK() OVER (PARTITION BY departmentid ORDER BY salary DESC) AS rank
    FROM schema_184.employee
) e ON e.departmentid = d.id AND e.rank = 1",100000,"select d.name as department, e1.name as employee, e1.salary from schema_184.employee as e1 join schema_184.department as d on e1.departmentid = d.id join (select departmentid, max(salary) as max_salary from schema_184.employee group by departmentid) as t1 on (e1.salary = t1.max_salary and e1.departmentid = t1.departmentid)",100000,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
212,184,428,Medium,"SELECT d.name AS department, e.name AS employee, e.salary 
FROM schema_184.employee e
JOIN schema_184.department d ON e.departmentid = d.id
WHERE (e.departmentid, e.salary) IN (
    SELECT departmentid, MAX(salary) 
    FROM schema_184.employee 
    GROUP BY departmentid
)",100000,"select d.name as department, e.name as employee, e.salary from schema_184.employee as e join schema_184.department as d on e.departmentid = d.id join (select max(salary) as salary, departmentid from schema_184.employee group by departmentid) as max on (e.salary = max.salary and e.departmentid = max.departmentid)",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
213,184,430,Medium,"SELECT d.name AS department, e.name AS employee, e.salary 
FROM schema_184.employee e
JOIN schema_184.department d ON e.departmentid = d.id
JOIN (
    SELECT departmentid, MAX(salary) AS highest_salary 
    FROM schema_184.employee 
    GROUP BY departmentid
) s ON e.departmentid = s.departmentid AND e.salary = s.highest_salary",100000,"select d.name as department, e.name as employee, salary from schema_184.employee as e join schema_184.department as d on e.departmentid = d.id join (select max(salary) as highest_salary, departmentid from schema_184.employee group by departmentid) as s on (e.salary = s.highest_salary and s.departmentid = e.departmentid)",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
214,184,436,Medium,"SELECT d.name AS department, e.name AS employee, e.salary 
FROM schema_184.employee e
JOIN schema_184.department d ON d.id = e.departmentid
WHERE (e.departmentid, e.salary) IN (
    SELECT departmentid, MAX(salary) 
    FROM schema_184.employee 
    GROUP BY departmentid
)",100000,"select d1.name as department, e.name as employee, e.salary from schema_184.employee as e join schema_184.department as d1 on d1.id = e.departmentid join (select max(salary) as max_salary, departmentid from schema_184.employee group by departmentid) as ms on (ms.max_salary = e.salary and ms.departmentid = e.departmentid)",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
215,184,442,Medium,"SELECT d.name AS department, e.name AS employee, e.salary 
FROM schema_184.employee e
JOIN schema_184.department d ON e.departmentid = d.id
WHERE (e.departmentid, e.salary) IN (
    SELECT departmentid, MAX(salary) 
    FROM schema_184.employee 
    GROUP BY departmentid
)",100000,"select dd.name as department, ee.name as employee, ee.salary as salary from schema_184.employee as ee join (select d.id, d.name, max(e.salary) as salary from schema_184.employee as e join schema_184.department as d on d.id = e.departmentid group by d.id) as dd on dd.id = ee.departmentid where ee.salary = dd.salary",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
216,184,443,Medium,"SELECT d.name AS department, e.name AS employee, e.salary
FROM schema_184.department d
JOIN schema_184.employee e ON d.id = e.departmentid
WHERE (e.departmentid, e.salary) IN (
    SELECT departmentid, MAX(salary)
    FROM schema_184.employee
    GROUP BY departmentid
)",100000,"select dep.name as department, emp.name as employee, emp.salary from schema_184.employee as emp join schema_184.department as dep on emp.departmentid = dep.id join (select departmentid, max(salary) as salary from schema_184.employee group by departmentid) as temp on (emp.salary = temp.salary and dep.id = temp.departmentid)",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
217,184,455,Medium,"SELECT d.name AS department, e.name AS employee, e.salary
FROM schema_184.department d
JOIN (
    SELECT departmentid, name, salary,
           DENSE_RANK() OVER (PARTITION BY departmentid ORDER BY salary DESC) AS rank
    FROM schema_184.employee
) e ON d.id = e.departmentid AND e.rank = 1",100000,"select department.name as department, b.name as employee, salary as salary from schema_184.department join (select a.departmentid, a.salary, b.name from (select departmentid, max(salary) as salary from schema_184.employee group by departmentid) as a join schema_184.employee as b on (a.salary = b.salary and a.departmentid = b.departmentid)) as b on department.id = b.departmentid",100000,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Equivalent query,
218,184,457,Medium,"SELECT d.name AS department, e.name AS employee, e.salary
FROM schema_184.department d
JOIN (
    SELECT departmentid, MAX(salary) AS max_salary
    FROM schema_184.employee
    GROUP BY departmentid
) max_sal ON d.id = max_sal.departmentid
JOIN schema_184.employee e ON e.departmentid = max_sal.departmentid AND e.salary = max_sal.max_salary;",100000,"select department.name as department, employee.name as employee, salary.max_salary as salary from (select departmentid, max(salary) as max_salary from schema_184.employee group by departmentid) as salary left outer join schema_184.employee as employee on (salary.max_salary = employee.salary and salary.departmentid = employee.departmentid) join schema_184.department as department on salary.departmentid = department.id",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
219,184,480,Medium,"SELECT d.name AS department, e.name AS employee, e.salary
FROM schema_184.employee e
JOIN schema_184.department d ON e.departmentid = d.id
WHERE (e.departmentid, e.salary) IN (
    SELECT departmentid, MAX(salary) 
    FROM schema_184.employee 
    GROUP BY departmentid
)",100000,"select tb3.name as department, tb4.name as employee, tb2.maxsalary as salary from (select tb1.departmentid, max(tb1.salary) as maxsalary from schema_184.employee as tb1 group by tb1.departmentid) as tb2 join schema_184.employee as tb4 on (tb2.maxsalary = tb4.salary and tb2.departmentid = tb4.departmentid) join schema_184.department as tb3 on tb2.departmentid = tb3.id",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
220,185,427,Hard,"SELECT d.name AS department, e.name AS employee, e.salary
FROM schema_185.employee e
JOIN schema_185.department d ON e.departmentid = d.id
WHERE e.id IN (
    SELECT e1.id
    FROM schema_185.employee e1
    WHERE (
        SELECT COUNT(DISTINCT e2.salary)
        FROM schema_185.employee e2
        WHERE e2.departmentid = e1.departmentid AND e2.salary >= e1.salary
    ) <= 3
)",6962,"select d.name as department, e.name as employee, salary from schema_185.employee as e join schema_185.department as d on e.departmentid = d.id join (select e1.id, count(distinct e2.salary) as rk from schema_185.employee as e1 join schema_185.employee as e2 on (e1.salary <= e2.salary and e1.departmentid = e2.departmentid) group by 1) as temp on temp.id = e.id where rk <= 3",6962,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
221,185,434,Hard,"WITH ranked_employees AS (
    SELECT 
        e.name,
        e.salary,
        e.departmentid,
        DENSE_RANK() OVER (PARTITION BY departmentid ORDER BY salary DESC) as salary_rank
    FROM schema_185.employee e
)
SELECT 
    d.name as department,
    r.name as employee,
    r.salary
FROM ranked_employees r
JOIN schema_185.department d ON r.departmentid = d.id
WHERE r.salary_rank <= 3
ORDER BY d.name, r.salary DESC;",6962,"select d.name as department, e.name as employee, e.salary from (select e1.name, e1.salary, e1.departmentid from schema_185.employee as e1 join schema_185.employee as e2 on (e1.departmentid = e2.departmentid and e1.salary <= e2.salary) group by e1.id having count(distinct e2.salary) <= 3) as e join schema_185.department as d on e.departmentid = d.id order by d.name, e.salary desc",6962,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
222,534,1,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far 
FROM schema_534.activity 
ORDER BY player_id, event_date",100000,"select distinct player_id, event_date, sum(games_played) over (partition by player_id order by event_date) as games_played_so_far from schema_534.activity order by player_id, event_date",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
223,534,2,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date ROWS UNBOUNDED PRECEDING) AS games_played_so_far FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date) as games_played_so_far from schema_534.activity",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
224,534,3,Medium,"SELECT 
    a.player_id, 
    a.event_date, 
    (SELECT SUM(b.games_played) 
    FROM schema_534.activity b 
    WHERE b.player_id = a.player_id AND b.event_date <= a.event_date
    ) AS games_played_so_far 
FROM schema_534.activity a 
ORDER BY a.player_id, a.event_date ASC",100000,"select a.player_id, a.event_date, sum(b.games_played) as games_played_so_far from schema_534.activity as a left outer join schema_534.activity as b on (a.player_id = b.player_id and a.event_date >= b.event_date) group by a.player_id, a.event_date order by a.player_id, a.event_date asc",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
225,534,4,Medium,"SELECT 
    a.player_id, 
    a.event_date, 
    SUM(a2.games_played) OVER (PARTITION BY a.player_id ORDER BY a.event_date) AS games_played_so_far
FROM 
    schema_534.activity a
JOIN 
    schema_534.activity a2 
    ON a.player_id = a2.player_id AND a.event_date >= a2.event_date
GROUP BY 
    a.player_id, 
    a.event_date, 
    a2.games_played",864174,"select a.player_id, a.event_date, sum(a2.games_played) as games_played_so_far from schema_534.activity as a join schema_534.activity as a2 on (a.event_date >= a2.event_date and a.player_id = a2.player_id) group by 1, 2",100000,764174,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Non-equivalent queries,"The optimized query produces incorrect results due to grouping by games_played, which distorts the cumulative sum, while the initial query correctly aggregates the total games played using a self-join and standard GROUP BY."
227,534,11,Medium,"SELECT 
    a1.player_id, 
    a1.event_date, 
    (SELECT SUM(a2.games_played) 
     FROM schema_534.activity a2 
     WHERE a2.player_id = a1.player_id AND a2.event_date <= a1.event_date) AS games_played_so_far 
FROM schema_534.activity a1",100000,"select a1.player_id, a1.event_date, sum(a2.games_played) as games_played_so_far from schema_534.activity as a1 left outer join schema_534.activity as a2 on (a1.player_id = a2.player_id and a2.event_date <= a1.event_date) group by a1.player_id, a1.event_date",100000,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
228,534,15,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date rows between unbounded preceding and current row) as games_played_so_far from schema_534.activity",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
229,534,17,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date ASC ROWS UNBOUNDED PRECEDING) AS games_played_so_far FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date asc) as games_played_so_far from schema_534.activity",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
230,534,19,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far 
FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date asc rows between unbounded preceding and current row) as games_played_so_far from schema_534.activity order by player_id, event_date",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
231,534,22,Medium,"SELECT 
    player_id, 
    event_date, 
    SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far 
FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date rows between unbounded preceding and current row) as games_played_so_far from schema_534.activity group by 1, 2",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
232,534,23,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far 
FROM schema_534.activity 
ORDER BY player_id, event_date",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date rows between unbounded preceding and current row) as games_played_so_far from schema_534.activity order by player_id",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
233,534,26,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far 
FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date) as games_played_so_far from schema_534.activity order by player_id, event_date",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
234,534,29,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far 
FROM schema_534.activity 
ORDER BY player_id, event_date",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date) as games_played_so_far from schema_534.activity group by player_id, event_date order by player_id, event_date",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
235,534,31,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by player_id, event_date) as games_played_so_far from schema_534.activity",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
236,534,35,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date ASC ROWS UNBOUNDED PRECEDING) AS games_played_so_far FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date asc) as games_played_so_far from schema_534.activity as a",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
237,534,36,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far 
FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date asc rows between unbounded preceding and current row) as games_played_so_far from schema_534.activity as a",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
238,534,40,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far 
FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date rows unbounded preceding) as games_played_so_far from schema_534.activity",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
239,534,51,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far 
FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date asc) as games_played_so_far from schema_534.activity order by player_id, event_date",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
240,534,53,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far 
FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date range between unbounded preceding and current row) as games_played_so_far from schema_534.activity",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
241,534,56,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far 
FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date) as games_played_so_far from schema_534.activity group by player_id, event_date",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
242,534,65,Medium,"SELECT 
    a1.player_id, 
    a1.event_date, 
    SUM(a2.games_played) AS games_played_so_far 
FROM 
    schema_534.activity a1 
JOIN 
    schema_534.activity a2 
    ON a1.player_id = a2.player_id 
    AND a2.event_date <= a1.event_date 
GROUP BY 
    a1.player_id, 
    a1.event_date",100000,"select a1.player_id, a1.event_date, sum(a2.games_played) as games_played_so_far from schema_534.activity as a1 join schema_534.activity as a2 on (a1.player_id = a2.player_id and a1.event_date >= a2.event_date) group by a1.player_id, a1.event_date",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
243,534,66,Medium,"SELECT 
    a.player_id,
    a.event_date,
    (SELECT SUM(b.games_played) 
     FROM schema_534.activity b 
     WHERE b.player_id = a.player_id AND b.event_date <= a.event_date) AS games_played_so_far
FROM schema_534.activity a",100000,"select a.player_id as player_id, a.event_date as event_date, sum(b.games_played) as games_played_so_far from schema_534.activity as a join schema_534.activity as b on (a.player_id = b.player_id and a.event_date >= b.event_date) group by a.player_id, a.event_date",100000,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
244,534,67,Medium,"SELECT 
    a1.player_id, 
    a1.event_date, 
    (SELECT SUM(a2.games_played) 
     FROM schema_534.activity a2 
     WHERE a2.player_id = a1.player_id AND a2.event_date <= a1.event_date) AS games_played_so_far 
FROM schema_534.activity a1",100000,"select a1.player_id, a1.event_date, sum(a2.games_played) as games_played_so_far from schema_534.activity as a1 join schema_534.activity as a2 on (a2.event_date <= a1.event_date and a1.player_id = a2.player_id) group by a1.player_id, a1.event_date",100000,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
245,534,71,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far 
FROM schema_534.activity 
ORDER BY games_played_so_far DESC",100000,"select player_id, event_date, games_played_so_far from (select player_id, event_date, sum(games_played) over (partition by player_id order by event_date) as games_played_so_far from schema_534.activity) as t order by games_played_so_far desc",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
246,534,73,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far FROM schema_534.activity",100000,"select player_id, event_date, sum(games_played) over (partition by player_id order by event_date asc rows between unbounded preceding and current row) as games_played_so_far from schema_534.activity order by player_id asc",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
247,534,80,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far FROM schema_534.activity",100000,"select a.player_id, a.event_date, sum(a.games_played) over (partition by a.player_id order by event_date asc) as games_played_so_far from schema_534.activity as a",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
250,534,85,Medium,"SELECT 
    a.player_id, 
    a.event_date, 
    (SELECT SUM(b.games_played) 
     FROM schema_534.activity b 
     WHERE b.player_id = a.player_id AND b.event_date <= a.event_date
    ) AS games_played_so_far 
FROM schema_534.activity a 
ORDER BY a.player_id, a.event_date",100000,"select a.player_id, a.event_date, sum(b.games_played) as games_played_so_far from schema_534.activity as a join schema_534.activity as b on a.player_id = b.player_id where a.event_date >= b.event_date group by a.player_id, a.event_date order by a.player_id, a.event_date",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
252,534,91,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date ROWS UNBOUNDED PRECEDING) AS games_played_so_far FROM schema_534.activity",100000,"select a.player_id, a.event_date, sum(games_played) over (partition by player_id order by event_date) as games_played_so_far from schema_534.activity as a",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
253,534,92,Medium,"SELECT player_id, event_date, SUM(games_played) OVER (PARTITION BY player_id ORDER BY event_date) AS games_played_so_far FROM schema_534.activity",100000,"select a.player_id, a.event_date, sum(games_played) over (partition by player_id order by event_date asc) as games_played_so_far from schema_534.activity as a",100000,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Equivalent query,
254,534,93,Medium,"SELECT 
    a.player_id, 
    a.event_date, 
    SUM(b.games_played) AS games_played_so_far 
FROM 
    schema_534.activity a 
JOIN 
    schema_534.activity b 
    ON a.player_id = b.player_id 
    AND a.event_date >= b.event_date 
GROUP BY 
    a.player_id, 
    a.event_date",100000,"select a.player_id, a.event_date, sum(b.games_played) as games_played_so_far from schema_534.activity as a join schema_534.activity as b on a.player_id = b.player_id where a.event_date >= b.event_date group by a.player_id, a.event_date",100000,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Equivalent query,
